static,in,524288,1,0.033984,0.038112,0.034816,0.036320,0.020992,0.036640,0.018656,0.031648,0.031008,0.027456
static,rw30,524288,1,0.016539,0.015940,0.016111,0.011661,0.016180,0.010322,0.014717,0.014406,0.013747,0.011017
static,in,524288,1,0.033056,0.036896,0.034816,0.036032,0.034816,0.034880,0.035808,0.016384,0.025120,0.018272
static,rw30,524288,1,0.016453,0.015850,0.015868,0.016133,0.015456,0.016227,0.009307,0.012405,0.009968,0.014014
static,in,524288,1,0.033280,0.037248,0.034784,0.036768,0.010208,0.015296,0.021504,0.011680,0.016352,0.027712
static,rw30,524288,1,0.016390,0.015845,0.015955,0.007220,0.008623,0.011545,0.007748,0.009365,0.013257,0.010117
static,in,524288,1,0.033152,0.038144,0.035168,0.036992,0.015040,0.024672,0.016064,0.025312,0.018304,0.030048
static,rw30,524288,1,0.016555,0.015777,0.016108,0.009802,0.012291,0.009370,0.012848,0.010215,0.014288,0.012740
static,in,524288,1,0.033248,0.037248,0.034816,0.014208,0.021760,0.009920,0.012224,0.018528,0.030720,0.027136
static,rw30,524288,1,0.016514,0.015958,0.008711,0.011671,0.006909,0.007924,0.010147,0.014492,0.013209,0.010835
static,in,524288,1,0.033216,0.038112,0.034816,0.035360,0.035168,0.034592,0.037152,0.015424,0.022752,0.014560
static,rw30,524288,1,0.016659,0.016016,0.015795,0.015885,0.015395,0.016398,0.008931,0.012109,0.008800,0.011655
static,in,524288,1,0.033312,0.036864,0.034816,0.040960,0.036704,0.020480,0.031904,0.032960,0.033664,0.034592
static,rw30,524288,1,0.016528,0.015938,0.016263,0.016119,0.010509,0.014794,0.015274,0.015394,0.015949,0.015493
static,in,524288,1,0.033024,0.037504,0.034848,0.034272,0.036672,0.019744,0.030304,0.028960,0.028160,0.021024
static,rw30,524288,1,0.017354,0.015791,0.015137,0.016059,0.010046,0.014389,0.013726,0.013337,0.010993,0.016076
static,in,524288,1,0.032704,0.037056,0.035840,0.035712,0.037056,0.036992,0.016384,0.026912,0.025696,0.014336
static,rw30,524288,1,0.016740,0.016287,0.016212,0.016041,0.016144,0.009877,0.013123,0.012226,0.008669,0.011526
static,in,524288,1,0.033056,0.037344,0.034784,0.036672,0.036864,0.022528,0.036736,0.035936,0.034144,0.035680
static,rw30,524288,1,0.016575,0.015754,0.016007,0.016262,0.011377,0.016165,0.016062,0.015426,0.015634,0.016057
static,in,524288,1,0.032768,0.038560,0.034816,0.036864,0.035232,0.036352,0.011520,0.015296,0.030720,0.017472
static,rw30,524288,1,0.016719,0.016190,0.016159,0.015926,0.016254,0.007823,0.009412,0.012866,0.010027,0.013477
static,in,524288,1,0.032800,0.037600,0.034816,0.038144,0.022368,0.035808,0.035968,0.011392,0.014880,0.025184
static,rw30,524288,1,0.017194,0.016217,0.016507,0.010947,0.016247,0.016525,0.008132,0.009490,0.012481,0.010043
static,in,524288,1,0.033952,0.037088,0.034816,0.035008,0.035200,0.036992,0.010240,0.014624,0.022944,0.013408
static,rw30,524288,1,0.016463,0.015922,0.016028,0.016038,0.016075,0.007578,0.009202,0.012032,0.008435,0.010690
static,in,524288,1,0.032736,0.037440,0.034816,0.036768,0.021600,0.036736,0.010240,0.014368,0.022176,0.010240
static,rw30,524288,1,0.016475,0.015753,0.016002,0.011138,0.015966,0.007142,0.008690,0.011558,0.007325,0.008693
static,in,524288,1,0.032800,0.038048,0.035840,0.036992,0.016384,0.025344,0.018048,0.030848,0.028480,0.023168
static,rw30,524288,1,0.016660,0.015988,0.016353,0.009315,0.012906,0.010027,0.014474,0.013899,0.011600,0.008501
static,in,524288,1,0.033024,0.037312,0.034976,0.034688,0.035840,0.033504,0.016448,0.030720,0.028928,0.030144
static,rw30,524288,1,0.016602,0.015957,0.015626,0.015643,0.015422,0.009857,0.013423,0.014090,0.014007,0.014640
static,in,524288,1,0.032896,0.038080,0.034912,0.013760,0.018432,0.030912,0.027840,0.024736,0.018176,0.029696
static,rw30,524288,1,0.016542,0.015883,0.008100,0.010078,0.014487,0.013789,0.012369,0.010145,0.014307,0.011900
