33554432,32,1.707936,38.799618,17.070335
33554432,32,1.164480,27.170944,11.956480
33554432,32,1.247616,26.963776,12.178944
33554432,32,1.164352,26.967199,12.140416
33554432,32,1.126400,26.980831,11.718592
33554432,32,1.152416,26.953535,12.250464
33554432,32,1.138272,27.144129,12.187648
33554432,32,1.166016,26.955233,12.366624
33554432,32,1.180320,27.082239,12.373888
33554432,32,1.179552,26.955393,11.927808
33554432,64,0.761536,45.260895,9.874624
33554432,64,0.759840,45.921825,10.041760
33554432,64,0.757664,45.547840,9.916544
33554432,64,0.753472,45.195393,9.889856
33554432,64,0.758048,45.065281,9.883648
33554432,64,0.756768,45.216640,9.772864
33554432,64,0.754624,45.758881,10.056576
33554432,64,0.757728,45.794464,10.047488
33554432,64,0.758080,45.872704,10.146560
33554432,64,0.762048,45.884254,10.041792
33554432,128,1.295104,110.758400,9.658208
33554432,128,0.905632,84.743393,9.857216
33554432,128,0.905216,84.437538,9.856960
33554432,128,0.900448,84.557663,9.857280
33554432,128,0.922848,83.965889,9.768992
33554432,128,0.922272,84.153404,9.861024
33554432,128,0.923584,85.447395,9.932640
33554432,128,0.923648,84.242973,9.852672
33554432,128,0.914848,85.148483,9.858944
33554432,128,0.905120,84.408127,9.932512
33554432,256,11.055520,172.788483,9.728000
33554432,256,7.908864,162.773087,9.732416
33554432,256,7.982400,163.306107,9.742560
33554432,256,8.034496,163.883102,9.793536
33554432,256,7.788096,162.299042,9.743424
33554432,256,7.898400,162.632935,9.737824
33554432,256,7.903264,163.351868,9.732128
33554432,256,7.853024,163.199005,9.734336
33554432,256,7.906816,162.373093,9.745184
33554432,256,7.938176,163.297348,9.746464
33554432,512,5.366848,318.295532,9.264224
33554432,512,5.303456,320.066071,9.328416
33554432,512,5.598688,320.166687,9.332192
33554432,512,5.365952,321.276367,9.337376
33554432,512,5.462848,320.867279,9.333760
33554432,512,5.377952,321.041779,9.795200
33554432,512,5.912576,320.767487,9.344000
33554432,512,5.812224,320.956635,9.347072
33554432,512,5.338688,319.339172,9.180768
33554432,512,5.442016,322.226990,9.299968
33554432,1024,4.995168,637.629456,8.991936
33554432,1024,4.993184,640.653870,8.853696
33554432,1024,4.849856,637.587402,9.128768
33554432,1024,4.992672,636.458679,9.125952
33554432,1024,4.774944,636.622070,9.119488
33554432,1024,4.775136,640.984436,9.197984
33554432,1024,4.958560,641.495789,9.205760
33554432,1024,5.318176,793.798828,9.198016
33554432,1024,4.805856,640.969971,9.062720
33554432,1024,4.881088,640.924011,9.192160
