lfv512,1000000000,5,1,1,130.262405
lfv512,1000000000,5,1,1,128.297699
lfv512,1000000000,5,1,1,130.609146
lfv512,1000000000,5,1,1,128.733017
lfv512,1000000000,5,1,1,130.432251
lfv512,1000000000,5,1,1,128.888641
lfv512,1000000000,5,1,1,129.294342
lfv512,1000000000,5,1,1,132.386459
lfv512,1000000000,5,1,1,134.019073
lfv512,1000000000,5,1,1,130.736130
lfv512,1000000000,5,1,1,130.435074
lfv512,1000000000,5,1,1,129.462021
lfv512,1000000000,5,1,1,128.540665
lfv512,1000000000,5,1,1,130.070465
lfv512,1000000000,5,1,1,128.804962
lfv512,1000000000,5,1,1,130.355835
lfv512,1000000000,5,1,1,131.174362
lfv512,1000000000,5,1,1,129.995041
lfv512,1000000000,5,1,1,130.088959
lfv512,1000000000,5,1,1,132.275772
lfv512,1000000000,5,1,1,134.463516
lfv512,1000000000,5,1,1,130.954559
lfv512,1000000000,5,1,1,130.349091
lfv512,1000000000,5,1,1,130.160828
lfv512,1000000000,5,1,1,132.662689
lfv512,1000000000,5,1,1,129.601181
lfv512,1000000000,5,1,1,130.460327
lfv512,1000000000,5,1,1,129.867783
lfv512,1000000000,5,1,1,131.648575
lfv512,1000000000,5,1,1,130.244614
lfv512,1000000000,5,1,3,185.681213
lfv512,1000000000,5,1,3,190.357925
lfv512,1000000000,5,1,3,185.546310
lfv512,1000000000,5,1,3,185.911301
lfv512,1000000000,5,1,3,187.905319
lfv512,1000000000,5,1,3,186.626144
lfv512,1000000000,5,1,3,185.705505
lfv512,1000000000,5,1,3,189.273209
lfv512,1000000000,5,1,3,186.875046
lfv512,1000000000,5,1,3,186.302460
lfv512,1000000000,5,1,3,187.203674
lfv512,1000000000,5,1,3,188.381180
lfv512,1000000000,5,1,3,185.852829
lfv512,1000000000,5,1,3,185.620193
lfv512,1000000000,5,1,3,193.540894
lfv512,1000000000,5,1,3,186.615204
lfv512,1000000000,5,1,3,186.213638
lfv512,1000000000,5,1,3,186.171234
lfv512,1000000000,5,1,3,187.637695
lfv512,1000000000,5,1,3,186.834824
lfv512,1000000000,5,1,3,186.605576
lfv512,1000000000,5,1,3,186.399002
lfv512,1000000000,5,1,3,186.685089
lfv512,1000000000,5,1,3,186.431808
lfv512,1000000000,5,1,3,186.837479
lfv512,1000000000,5,1,3,185.540604
lfv512,1000000000,5,1,3,187.477631
lfv512,1000000000,5,1,3,185.085831
lfv512,1000000000,5,1,3,185.261856
lfv512,1000000000,5,1,3,186.028259
lfv512,1000000000,5,1,10,382.760254
lfv512,1000000000,5,1,10,385.718140
lfv512,1000000000,5,1,10,382.499268
lfv512,1000000000,5,1,10,383.126221
lfv512,1000000000,5,1,10,382.455505
lfv512,1000000000,5,1,10,381.188324
lfv512,1000000000,5,1,10,383.738678
lfv512,1000000000,5,1,10,381.317413
lfv512,1000000000,5,1,10,380.587646
lfv512,1000000000,5,1,10,381.286407
lfv512,1000000000,5,1,10,383.192780
lfv512,1000000000,5,1,10,382.437775
lfv512,1000000000,5,1,10,384.985260
lfv512,1000000000,5,1,10,380.563019
lfv512,1000000000,5,1,10,381.976257
lfv512,1000000000,5,1,10,381.982727
lfv512,1000000000,5,1,10,380.908722
lfv512,1000000000,5,1,10,381.148071
lfv512,1000000000,5,1,10,381.678375
lfv512,1000000000,5,1,10,384.257996
lfv512,1000000000,5,1,10,383.398163
lfv512,1000000000,5,1,10,383.430481
lfv512,1000000000,5,1,10,382.697723
lfv512,1000000000,5,1,10,382.253326
lfv512,1000000000,5,1,10,381.194244
lfv512,1000000000,5,1,10,380.866974
lfv512,1000000000,5,1,10,382.710571
lfv512,1000000000,5,1,10,381.665283
lfv512,1000000000,5,1,10,383.217651
lfv512,1000000000,5,1,10,380.880859
lfv512,1000000000,5,1,30,940.067322
lfv512,1000000000,5,1,30,940.220398
lfv512,1000000000,5,1,30,940.592957
lfv512,1000000000,5,1,30,938.530945
lfv512,1000000000,5,1,30,940.100586
lfv512,1000000000,5,1,30,938.485840
lfv512,1000000000,5,1,30,942.973694
lfv512,1000000000,5,1,30,938.510864
lfv512,1000000000,5,1,30,940.634094
lfv512,1000000000,5,1,30,939.972595
lfv512,1000000000,5,1,30,938.161255
